#name(unused)                       Position X/Y(hex)        offset X/Y          Position X/Y(float, unused)
Race_Results_Backing_Pos_6           C2836000 431A6FFD         119.0 0.0             -65.6875 154.4374542
Race_Results_Backing_Pos_7           422CE114 42D60000         119.0 0.0             43.21980286 107.0
Race_Results_Backing_Pos_8           423F27A8 41600000         119.0 0.0             47.78872681 14.0
Race_Results_Backing_Pos_9           42160004 C29A0000         119.0 0.0             37.50001526 -77.0
Race_Results_Backing_Pos_10          421A9A80 42FA0000         119.0 0.0             38.65087891 125.0
Race_Results_Backing_Pos_11          4223BDCC 42000000         119.0 0.0             40.93534851 32.0
Race_Results_Backing_Pos_12          422BFFF8 C2700000         119.0 0.0             42.99996948 -60.0
Race_Results_Backing_Pos_13          421A4000 43A97800         119.0 0.0             38.5625 338.9375
Race_Results_Backing_Pos_14          4223BDCC 43590000         119.0 0.0             40.93534851 217.0
Race_Results_Backing_Pos_15          422CE114 43470000         119.0 0.0             43.21980286 199.0
Race_Results_Backing_Pos_16          435A8000 C384C000         119.0 0.0             218.5 265.5
Race_Results_Backing_Pos_17          41500000 42AC0000         119.0 0.0             13.0 86.0
